,omt24status,omt24kwa,omt24spth,omt24slpid,omt24code,omt24codenm,omt24cmt,omt24cmtb
10,,OS,999999,OPR       ,nail                ,INGROWING,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 local ane, digital block
\par 
\par routine drap
\par 
\par partial nail bed resection of 1st toe
\par 
\par comp. dressing
\par 
\par }
",
11,,OS,999999,OPR       ,shou1               ,"RCT, decomp","{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset0 \'c7\'d1\'c4\'c4\'b9\'d9\'c5\'c1;}{\f1\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\trowd\cellx9354\pard\intbl\lang1042\f0\fs20   \fs24    \fs20  super anchor x 1\fs24           \fs20                                                                                                                     Under the general anesthesia, The patient was placed on the operating table in the standard lateral decubitus position and rolled back 30\'a1\'c6to provide adequate assess to the anterior shoulder. Skin drapping and preparation were done from finger to right chest area as a usual manner. The arm was placed in a sterile shoulder traction and rotation sleeve. The arm was positioned in approximately 70\'a1\'c6of abduction and 20\'a1\'c6of frontal flexion. Ten pounds of traction was applied. A posterior portal was created 1cm medial and 2 to 3cm caudal to the posterolateral corner of the acromion. The anterior portal was created after the posterior portal by passing the anthroscope, under visual control, superior and anterior to the biceps tendon in the rotator interval. A probe was inserted to anterior and posterior portal, systemic examination of right shoulder joint was performed. generally, severe degenerative change were observed. There were seen partial tear of rotator cuff.  The arthroscope was removed from the posterior cannula and a switching stick was advanced anteriorly through the capsule and into a subcutaneous position lateral and cephalad to the coracoid process. The anterior midglenoid(AMG) portal was created in an outside to inside fashion. A 5mm superficial skin incision was made 2cm inferior to the anterosuperior(AS) portal and 1cm lateral to the coracoid process. An cannula with blunt obturator was then passed through the anterior structure and penetrated the joint. Rotator cuff repair were super anchor x1. With the arthroscope in the AS portal, a shaver was introduced through the AMG portal and used to initially debride scar tissue, labral, cartilage debris. All instrument were removed.A superficial counter incision was made and a cannula was advanced over deltoid muscle line. And bone drilling and suture of bone to muscle of supraspinatus.  Wound was closed. dressing were done.\fs24\cell\row
\pard\f1\fs20 
\par }
",
12,,OS,999999,OPR       ,shou2               ,"SLAP , decomp","{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset0 \'c7\'d1\'c4\'c4\'b9\'d9\'c5\'c1;}{\f1\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\trowd\cellx9354\pard\intbl\lang1042\f0\fs20 SLAP lesion typeII (11\f1\'bd\'c3\f0 -1\f1\'bd\'c3\f0 )\fs24                                                                                                                \cell\row
\fs20\trowd\cellx9354\intbl GII anchor : 12\f1\'bd\'c3\f0                                                                                                                                          Under the general anesthesia, the patient was placed on the operating table in the standard lateral decubitus position and rolled back 30\'a1\'c6to provide adequate assess to the anterior shoulder. Skin drapping and preparation were done from finger to right chest area as a usual manner. The arm was placed in a sterile shoulder traction and rotation sleeve. The arm was positioned in approximately 70\'a1\'c6of abduction and 20\'a1\'c6of frontal flexion. Ten pounds of traction was applied. A posterior portal was created 1cm medial and 2 to 3cm caudal to the posterolateral corner of the acromion. The anterior portal was created after the posterior portal by passing the anthroscope, under visual control, superior and anterior to the biceps tendon in the rotator interval. A probe was inserted to anterior and posterior portal, systemic examination of left shoulder joint was performed. Generally, severe degenerative change were observed. There were seen subacromial bursitis and SLAP lesion.  The arthroscope was removed from the posterior cannula and a switching stick was advanced anteriorly through the capsule and into a subcutaneous position lateral and cephalad to the coracoid process. A superficial counter incision was made and a cannula was advanced over the switching stick into the joint in a retrograde fashion. The anterior midglenoid(AMG) portal was created in an outside to inside fashion. A 5mm superficial skin incision was made 2cm inferior to the anterosuperior(AS) portal and 1cm lateral to the coracoid process. An cannula with blunt obturator was then passed through the anterior structure and penetrated the joint. With the arthroscope in the AS portal, a shaver was introduced through the AMG portal and used to initially debride scar tissue, labral, cartilage debris. And SLAP lesion repair with GII anchor. All instrument were removed. Hemovac(200cc) was inserted, and wound was closed. dressing was done.\fs24\cell\row
\intbl\cell\row
\pard\f1\fs20 
\par }
",
13,,OS,999999,OPR       ,shou3               ,"SLAP , decomp","{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset0 \'c7\'d1\'c4\'c4\'b9\'d9\'c5\'c1;}{\f1\fnil\fcharset0 \'b9\'d9\'c5\'c1;}{\f2\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\trowd\cellx9354\pard\intbl\lang1042\f0\fs24                          \f1\fs20 Arthrex) Fastak suture anchor 2.8 * 11.7mm * 1\f2\fs24\'b0\'b3\f0                                                                     \cell\row
\pard\f1\fs20  \fs18 Under the general anesthesia, The patient was placed on the operating table in the standard lateral  position and rolled back 30 \'a1\'c6to provide adequate assess to the anterior shoulder. Skin drapping and preparation were done from finger to right chest area as a usual manner. The arm was placed in a sterile shoulder traction and rotation sleeve. The arm was positioned in approximately 70\'a1\'c6of abduction and 20\'a1\'c6of frontal flexion. Ten pounds of traction was applied. A posterior portal was created 1cm medial and 2 to 3cm caudal to the posterolateral corner of the acromion. The anterior portal was created after the posterior portal by passing the anthroscope, under visual control, superior and anterior to the biceps tendon in the rotator interval. A probe was inserted to anterior and posterior portal, systemic examination of right shoulder joint was performed. generally, There were seen Partial tear of rotator cuff. The arthroscope was removed from the posterior cannula and a switching stick was advanced anteriorly through the capsule and into a subcutaneous position lateral and cephalad to the coracoid process. The anterior midglenoid(AMG) portal was created in an outside to inside fashion.  arthroscopic subacromial decompression and arthroscopic rotator cuff repair was done.  Wound irrigation was done by sterile saline. Wound was closed. Compression dressing were done. and Abduction pillow was keeped\f2\fs20 
\par }
",
14,,OS,999999,OPR       ,골절                ,Illizarov Distal Tibia c post. malleol,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx : 1) Fx, comminuted intra-articular, distal tibia, Rt.
\par            2) Fx. distal Fibula, Rt.
\par 
\par Postop Dx : the same as above
\par             
\par                           
\par Op name :   1) C/R, I/F & E/F
\par             2) C/R, IM nailing
\par                      
\par Procedures and Findings
\par              Supine position under spinal anesthesia
\par              1) One cancellous screw was inserted to fix the intra articular Fx of distal 
\par                 fragment. Under C-arm guide the Fx site of distal tibia was reduced. Maintaing       
\par                 the reduction, Illizarov syatem was fixed proximally 2 rings at tibia shaft, 
\par                 distally one ring at distal tibia and two 5/8 rings calcaneus and metatarsal 
\par                 bones respectively. 
\par               2) Under C-arm guide an entry for Rush pin was made at distal fibula. Reducing 
\par                 the Fx site of the fibula closely, a Rush pin was inserted from tip of distal 
\par                 fibula.   
\par \pard\fs20 
\par }
",
15,,OS,999999,OPR       ,골절1               ,OR+IF Lat. malleol,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx. :  Fx. lat. malleolus ankle Rt.
\par             
\par Postop Dx. :  same as above
\par                                       
\par op name :   OR/IF lat. malleolus
\par 
\par Anesthesia : Spinal Ane. 
\par                                        
\par                        
\par Procedures and Findings
\par 
\par        findings :   
\par        short oblique fx. of lat. malleolus
\par       
\par          Under spinal anesthesia, the patient was laid with supine position on the op. table. 
\par         The routine orthopedic skin prep. and drape was done.
\par         The pneumatic tourniquet was applied with 270 mmHg.
\par         Skin incision was done at lateral malleolus longitudinally.
\par         Fx site was exposed in ruotine manuver. Keeping the reduction with reduction forceps 
\par         a 7 hole1/3 tubular plate was fixed.
\par         Subcutaneous tissue and skin were close in usual fashion.
\par         Compressing dressing and long leg splint was done.
\par 
\par }
",
16,,OS,999999,OPR       ,골절2               ,Comm. Fx.5th M-t,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx. :  Comm. Fx.5th metatarsal foot Lt. 
\par Postop Dx. : the same as above
\par                           
\par Op name :    OR/IF
\par 
\par Procedures and Findings         
\par        
\par            under spinal anesthesia  in the supine position
\par           The routine orthopedic skin prep. and drape was done.
\par           The pneumatic tourniquet was applied with 260mmHg.
\par           Shaft Fx. ->  OR/IF c one K-wire and wire banding
\par           Jone""s Fx ->  OR/IF c two K-wires and tension banding
\par           Short leg splint was applied.
\par }
",
17,,OS,999999,OPR       ,골절3               ,Clavicle,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx. :  Fx, clavicle, right
\par             
\par Postop Dx. : Comm. Fx, Clavicle, right 
\par                           
\par op name :   OR + IF
\par                                        
\par Anesthesia : general anesthesia
\par                        
\par Procedures and Findings
\par 
\par        findings : comm. Fx at lateral 1/3 area
\par   
\par         Under general anesthesia routine drapping
\par         Three 1.8mm K-wires were inserted intramedullary and fixed through both cortex.
\par         Bone fragments -> chip bones -> Bone graft
\par         Op wd was closed in usual fashion.     
\par         Drain(+), Velpeau Bandage.\fs20 
\par }
",
18,,OS,999999,OPR       ,골절4               ,Femur neck multiple pinning,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx :   Fx femur neck Rt.
\par 
\par Postop Dx :  same as above
\par             
\par                           
\par op name :    C/R ,multiple pinning with cannulated screw.x3 ---81.52
\par 
\par Procedures and Findings
\par 
\par          
\par           Under spinal anesthesia, the patient was placed on the fracture table. 
\par           Traction and closed reduction were made under c-arm guide.
\par           Routine orthopaedic skin drap was done.
\par           Three cannulated cancellous screws were inserted into femur neck, one superior   
\par           centeral, another inferior anterior and the other screw inferior posterior portion 
\par           of femur neck. After insertion of hemovac tube skin & subcutaneous tissues were 
\par           closed in usual fashion.
\par }
",
19,,OS,999999,OPR       ,골절5               ,Scaphoid,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx : Fx, scaphoid, Rt.
\par 
\par Postop Dx. :  same as above
\par                                       
\par op name :   OR/IF 
\par 
\par Anesthesia : BPB 
\par                                        
\par                        
\par Procedures and Findings
\par 
\par          Under BPB anesthesia, the patient was laid with supine position on the op. table. 
\par         The routine orthopedic skin prep. and drape was done.
\par         The pneumatic tourniquet was applied with 240 mmHg.
\par         Dorsal approach. 20mm miniaccutreck screw was inserted following guide pin under C-arm         guide.
\par         Subcutaneous tissue and skin were close in usual fashion.
\par         Thumb splint was applied.
\par 
\par }
",
20,,OS,999999,OPR       ,골절6               ,calcaneus(CR),"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20        
\par        intaraarticular type (subtalar joint involving) 
\par 
\par         Under spinal anesthesia, the patient was laid with supine position on the op. table. 
\par         The routine orthopedic skin prep. and drape was done.
\par         The pneumatic tourniquet was applied with 270 mmHg.
\par         After subtalar reduction using C-arm , 3 cannulated screws was inserted transversly.
\par         Using Essex-Lopresti method, K-wire fixation was inserted.
\par         Subcutaneous and skin suture was done.
\par         Compressing dressing and long leg splint was done.
\par }
",
21,,OS,999999,OPR       ,관절                ,"Arthroscopy, O.A.","{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx. :    O.A. knee, Rt.  
\par 
\par Postop Dx. : the same as above
\par                           
\par Op name :    Arthroscopic exam.. & synovectomy
\par 
\par Anesthesia : Spinal Aneshtesia
\par 
\par                                      
\par Procedures and Findings         
\par     
\par     Findings ;   
\par     Articular cartilage of medial femoral condyle was denuded.
\par     Degenerative change of med. meniscus knee Lt.
\par                              
\par                              
\par      Under spinal anesthesia, the patient was placed on the op. table with supine position. 
\par      The pneumatic tourniquet was applied with 270 mmHg.
\par      The anterolateral portal was made for scope and antermedial portal for shaver and probe.
\par      There was degenerative changes in the Med. meniscus.
\par      ACL and PCL was intact.
\par      After irrigation, the portal wounds were closed.
\par      1% lidocain 5cc and one hyruan plus were injected into knee joint.
\par      Compression dressing was applied.
\par }
",
22,,OS,999999,OPR       ,관절1               ,Arthroscopic in Septic knee,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx :  Septic Arthritis , Rt.knee  ---  M00.9
\par 
\par Postop Dx : the same as above
\par             
\par                           
\par op name :     Arthroscopic irrigation 
\par                and Synovectomy
\par                      
\par Procedures and Findings
\par 
\par      The knee joint was filled with prulent thick joint fluid(pus).
\par     inflammatary granulation tissue was found at all around joint capsule.
\par                         
\par                              
\par      Under spinal anesthesia, the patient was placed in supine position on the op. table.
\par      The pneumatic tourniquet was applied with 270 mmHg.
\par       anterolateral portal was made for scope and anteromedial portal for shaver and probe.
\par       At first, suprapatellar pouch was seen, and inflammatary granulation tissues was seen.
\par       then downward along the  medial femoral condyle to medial condyle of tibial  plateau.
\par       The scope was directed laterally ACL and to lateral meniscus in figure of four position. 
\par       The inflammatory synoviums were removed by shaver and the joint was irrigated c saline.
\par       A hemovac tube was inserted and the Op. wd were closed in usual fashion.
\par       Long leg splint was applied.
\par 
\par }
",
23,,OS,999999,OPR       ,관절2               ,Arthroscopic meniscectomy,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 reop Dx. :  Tear, Med. meniscus, knee, Rt.
\par 
\par Postop Dx. : same as above
\par                            
\par Op name :    Arthroscopic meniscectomy and synocvectomy
\par 
\par Anesthesia : spinal anesthesia
\par                                      
\par Procedures and Findings         
\par     
\par     Findings ;   
\par       bucket hanle type tearing, posterior to mid horn, med. meniscus                             
\par                              
\par       Under general anesthesia, the patient was laid on the op. table with supine position. 
\par      The pneumatic tourniquet was applied with 270 mmHg.
\par      The anterolateral portal was made for scope and antermedial portal for shaver and probe.
\par      ACL and PCL was intact.
\par      Hypertrophied synovium was removed byshaver.
\par      After cutting the attaches to post. and mid horn, the torn part of meniscus was removed 
\par      in one piece. 
\par      After irrigation, the portal wounds were closed.
\par      1% lidocain 5cc was injected into knee joint.
\par      Compression dressing was applied.
\par }
",
24,,OS,999999,OPR       ,관절3               ,Arthroscopic meniscectomy and meniscorrh,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx. :  IDK, Rt.
\par 
\par Postop Dx. : Tear, Med. meniscus, knee, Rt.
\par             
\par                           
\par Op name :    Arthroscopic meniscectomy and meniscorrhaphy
\par                                      
\par Procedures and Findings         
\par     
\par     Findings ;   
\par       Long, transverse and oblique tear, posterior to mid horn, med. meniscus                             
\par                              
\par      Under spinal anesthesia, the patient was laid on the op. table with supine position. 
\par      The pneumatic tourniquet was applied with 270 mmHg.
\par      The anterolateral portal was made for scope and antermedial portal for shaver and probe.
\par       ACL and PCL was intact.
\par       The inner area tearing : partial meniscectomy
\par       The peripheral tearing : meniscorrhaphy 
\par       After irrigation, the portal wounds were closed.
\par       1% lidocain 5cc and one hyruan plus were injected into knee joint.
\par        Compression dressing was applied.
\par }
",
25,,OS,999999,OPR       ,관절4               ,shoulder arthroscopy,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20   Under the general anesthesia, the patient was placed on the operating table in the standard left lateral decubitus position and rolled back 30\'a1\'c6 to provide adequate assess to the anterior shoulder. The shoulder and arm were then cleansed with an antimicrobial solution and draped. The arm was placed in a sterile foam shoulder traction and rotation sleeve. The arm was positioned in approximately 75\'a1\'c6of abduction and 20\'a1\'c6of frontal flexion. Ten pounds of traction was applied. A posterior portal was created 1cm medial and 3cm caudal to the posterolateral corner of the acromion. 
\par  On arthroscopic finding, we can see full thickness rotator cuff tear in the glenohumeral joint.
\par We switched the arthroscope in the subacromial space. And.we can see  tear of rotator cuff at greater tuberisity, bony spur and bursitis. So we performed subacromial decompression and bursectomy. And we performed rotator cuff repair using anchor screw by double row technics. We confirmed the very firmed rotator cuff after suture.
\par  After debridement was finished, joint irrigation was done. Wound was closed. Compressive dressing was done. And Abduction brace was applied.
\par }
",
26,,OS,999999,OPR       ,금속                ,금속제거술,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 spinal ane. 
\par 
\par supine position , routine drap
\par 
\par previous op. scar
\par 
\par metal removal
\par 
\par layer by layer suture
\par 
\par drain
\par 
\par compression dressing
\par 
\par 
\par }
",
27,,OS,999999,OPR       ,금속제거            ,금속제거술,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 
\par }
",
28,,OS,999999,OPR       ,무지외반            ,Modified McBride,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx. :   hallux valgus Gt.toe both.    --- M20.1 Q66.8
\par                                                              
\par Postop Dx. : the same as above
\par                                       
\par Op name :   modified Mcbride Op 77.53
\par                      
\par Procedures and Findings
\par 
\par     Under the spinal anesthesia, the patient was laid with supine position.
\par     The routine orthopedic skin prep and drap was applied.
\par     Pneumatic tourniquet was applied at 270mmHg.
\par     skin incision was done at medial side of Gt toe MP joint and bunionectomy was performed. 
\par     Addctor hallucis was dettached form its insertion.
\par     Then one 1.8mm K-wire was inserted longitudinally from distal phalanx across the MP joint.
\par     LCL, subcutaneous tissues and skin were closed in usual fashion.
\par     A short leg splint was applied.
\par 
\par }
",
29,,OS,999999,OPR       ,열상                ,Tenorrhaphy,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 preop d. :  Deep laceration wrist, Lt.
\par                
\par postop d. :  same as above
\par                
\par op name :   tenorrhaphy of FCU
\par 
\par Procedures and Findings
\par 
\par       Under BPB anesthesia, the patient was laid with supine position on the op. table.
\par    The routine orthopedic skin prep. and drap was done.
\par    The pneumatic tourniquet was applied with 240mmHg.
\par     Flexor carpi ulnaris was repaired.
\par    A  short arm splint was applied
\par }
",
30,,OS,999999,OPR       ,인공                ,Bipolar Endoprosthesis,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx :  Fx femur neck Lt. (subcapital type) --- S72.0
\par 
\par Postop Dx : same as above
\par             
\par                           
\par op name :   Bipolar endoprosthesis Lt (cemented)
\par                   
\par                      
\par Procedures and Findings
\par 
\par          
\par     Under spinal anesthesia, the patient was placed on the op table  with lateral position .
\par    The routine orthopedic skin prep and drap  was done.
\par    
\par    Stryker
\par     Stem : No.4  cemented
\par     medium neck
\par     28mm head
\par     44mm cup
\par }
",
31,,OS,999999,OPR       ,인공2               ,T.K.R.,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop Dx :  Osteoarthritis, knee, Both. --- M17.0 & M17.2
\par 
\par Postop Dx : same as above
\par                     
\par op name :   TKRA, Lt.    
\par             Arthroscopy, right
\par 
\par                                      
\par Procedures and Findings         
\par        
\par       Under the epidural block anesthesia, the patient was placed on Op.table c supine 
\par      position.
\par      
\par      At first, Rt knee arthroscopic exam. was performed.
\par      Findins ; medial tibial articular cartiage was fragmented.
\par      1 percent lidocain 5cc, hyruan plus 1ea were injected into right knee.  
\par 
\par      
\par       A midline longitudinal incision was made over right knee and deeper layer incision    
\par      was made along the med. border of patella.
\par      The knee joint was opened by usual dissection.
\par      
\par      Implant ; Stryker Triathlon 
\par      Tibia No.2
\par      Femur No.3
\par      Both tibia and Femoral component : cemented
\par      Patella ; not replaced
\par      Polyethylene ; 9mm
\par 
\par      A hemovac tube was inserted
\par      Left knee was closed in usual manner. 
\par }
",
32,,OS,999999,OPR       ,종양                ,Ganglion,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop DX :   soft tissue tumor Wrist Lt.
\par 
\par Postop Dx : Ganglion
\par                                       
\par Op name :   Excisional biopsy--- 82.21
\par 
\par Anesthesia : BPB
\par                      
\par Procedures and Findings
\par 
\par      Under BPB anesthesia, the patient was laid in supine position on the op. table.
\par      The routine orthopedic skin prep. and drape was done.
\par      The pneumatic tourniquet was applied with 250mmHg.
\par      Skin incision was made over the soft tissue mass at Lt.wrist.
\par      Then the mass was dissected meticulously and was excised.
\par      The wound was closed in usual fashion and compression dressing was done.
\par }
",
33,,OS,999999,OPR       ,척추                ,HIVD,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop DX :  HIVD L4-5, Lt.
\par 
\par Postop Dx : same as above
\par                          
\par Op. name :  Open Discectomy L4-5,Lt
\par                                      
\par Anesthesia : general anesthesia    
\par 
\par Procedures and Findings  
\par 
\par 
\par      findings : sublig. type
\par                        
\par        
\par       Under general anesthesia, the patient was drapped in prone position.
\par      C-arm was taken to determine the level of dissection. 
\par      For bleeding control dilluted Epinephrin(1:200,000)was injected around incision site.   
\par      A straight midline incision was made over L5-S1 inter space. 
\par      Dissection was continued between spinous process and paravertebral muscles in both 
\par      sides. The fascia and muscles were stripped subperiosteally from spinous process and 
\par      lamina. The lower edge of ligamentum flavum was dettached from the lamina by curets 
\par      and Kerrision rongeur. Total Lig/ flavum and parts of Lamina were removed.
\par      Herniated disc materials were removed.
\par      After irrigation and debridement, hemovac tube was inserted and 
\par      the Op. field was closed in usal fashion.
\par }
",
34,,OS,999999,OPR       ,척추1               ,minimal Decomp,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop DX :  Spinal stenosis L2-3.3-4
\par             
\par Postop Dx : same as above
\par             
\par                           
\par Op. name :   Minimal decompression with discectomy L2-3,Rt
\par                                                    L3-4,both
\par                                                   
\par Procedures and Findings  
\par 
\par       
\par       Under general anesthesia, the patient was drapped in prone position.
\par      Roentgenograms was taken to determine the level of dissection. 
\par      For bleeding control dilluted Epinephrin(1:200,000)was injected around incision site.   
\par      A straight midline incision was made. 
\par      Dissection was continued between spinous process and paravertebral muscles in both 
\par      sides. The fascia and muscles were stripped subperiosteally from spinous process and 
\par      lamina. The lower edge of ligamentum flavum was dettached from the lamina by curets 
\par      and Kerrision rongeur. Total Lig/ flavum and parts of Lamina were removed.
\par      Dicectomy was performed L3-4.
\par      At op. finding .ligamentum flavum & facet joint were hypertrophied.
\par       The decompressed condition of lateral recess and intervertebral foramen were 
\par      confirmed by probing with Penfield dissector.
\par       After irrigation and debridement, hemovac tube was inserted and 
\par      the Op. field was closed in usal fashion.
\par 
\par }
",
35,,OS,999999,OPR       ,척추2               ,minimal Decomp + PLIF,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Preop DX :  Spinal stenosis L4-5 both --- M48.0
\par             Instability L4-5
\par 
\par Postop Dx : the same as above
\par             
\par                           
\par Op. name :   Minimal decompression L4-5 both  --- 03.09
\par              PLIF (solco)
\par                                      
\par Procedures and Findings  
\par 
\par 
\par      findings : central stenosis
\par                 with severe HIVD        
\par        
\par      Under general anesthesia, the patient was drapped in prone position.
\par      Roentgenograms was taken to determine the level of dissection. 
\par      For bleeding control dilluted Epinephrin(1:200,000)was injected around incision site.   
\par      A straight midline incision was made over L5-S1 inter space. 
\par      Dissection was continued between spinous process and paravertebral muscles in both 
\par      sides. The fascia and muscles were stripped subperiosteally from spinous process and 
\par      lamina. The lower edge of ligamentum flavum was dettached from the lamina by curets 
\par      and Kerrision rongeur. Total Lig/ flavum and parts of Lamina were removed.
\par      At op. finding .ligamentum flavum & facet joint were hypertrophied.
\par       The decompressed condition of lateral recess and intervertebral foramen were 
\par      confirmed by probing with Penfield dissector.
\par      Pedicle screw system (6.5x40mmx2, 6.5x45mmx2, 50mm rods) and two 10mm Cages c bone 
\par      graft were inserted. After irrigation and debridement, hemovac tube was inserted and 
\par      the Op. field was closed in usal fashion.
\par 
\par }
",
36,,OS,999999,OPR       ,힘줄                ,Achilles Tenorrhaphy,"{\rtf1\ansi\ansicpg949\deff0\deflang1033\deflangfe1042{\fonttbl{\f0\fnil\fcharset129 \'b1\'bc\'b8\'b2\'c3\'bc;}}
\viewkind4\uc1\pard\lang1042\f0\fs20 Postop Dx :  same as above
\par             
\par Op name :    Repair of achilles tendon 
\par                                      
\par Procedures and Findings         
\par        
\par      Achilles tendon was ruptured totally proximal at musculotendinous junction.
\par                             
\par      Under seneral anesthesia, the patient was placed on the op. table with prone position.  
\par     The routine orthopedic skin prep. and drape was done.
\par     The pneumatic tourniquet was applied with 270mmHg.
\par     
\par     modified Kessler""s technique No2. Ethibondx2
\par                                  No.2 Nylonx1
\par     Reenforcement c plantaris tnedon
\par 
\par     long leg splint
\par }
",
