DOCTOR, OPNAME, DROPCNT, OPCOUNT, STRTDAT, ENDDATE
"002517","	금속제거(Rt wrist)",5140,16,"20201113","20250102"
"002517","	OR/IF c plate (Rt wrist)",5140,16,"20201123","20230228"
"002517","	curavac change (Rt. hip)",5140,16,"20240717","20240717"
"002517","	tenorrhaphy",5140,16,"20190416","20221011"
"002517","	금속제거 (K-WIRE)",5140,16,"20191007","20230304"
"002517","	I&D (Lt. 1st toe)",5140,16,"20230823","20250109"
"002517","	L block",5140,15,"20210621","20231109"
"002517","	nucleoplasty",5140,15,"20200609","20201213"
"002517","	mass excision (Lt. foot)",5140,15,"20200716","20241118"
"002517","	exploration (Lt. 2nd finger)",5140,15,"20230916","20240703"
"002517","	A/S shoulder.Lt",5140,14,"20200302","20230214"
"002517","	A/S shoulder.Rt",5140,14,"20200109","20221104"
"002517","	I&D (Rt. 2nd finger)",5140,14,"20230627","20240708"
"002517","	OR pinning (Rt. 4th finger)",5140,14,"20230227","20240502"
"002517","	OR/IF c plate (Lt wrist)",5140,14,"20201103","20240809"
"002517","	금속제거(Rt 5th finger)",5140,14,"20220708","20250131"
"002517","	TKRA.Lt",5140,14,"20190521","20211222"
"002517","	mass excision (back)",5140,14,"20220625","20250201"
"002517","	금속제거 (k-wire)",5140,14,"20191203","20230318"
"002517","	금속제거 (Rt ankle)",5140,14,"20220519","20241108"
"002517","	a/s shoulder. Rt",5140,14,"20201207","20230721"
"002517","	A/S knee.Lt",5140,13,"20200303","20210720"
"002517","	A/S knee.Rt",5140,13,"20200326","20221207"
"002517","	I&D (Rt foot)",5140,13,"20201009","20241204"
"002517","	L-BLOCK",5140,13,"20230313","20240404"
"002517","	metal removal",5140,13,"20190416","20230526"
"002517","	OR pinning, ligament repair (Lt. 5th finger)",5140,13,"20240603","20250127"
"002517","	OR/IF c plate(Rt wrist)",5140,13,"20200810","20230912"
"002517","	a/s shoulder. Lt",5140,13,"20200918","20230905"
"002517","	mass excision (Rt. foot)",5140,13,"20230309","20241216"
"002517","	OR pinning (Lt. 5th finger)",5140,13,"20230502","20241209"
"002517","	C-block",5140,12,"20210521","20231229"
"002517","	ATFL(Lt ankle)",5140,12,"20200601","20201007"
"002517","	I&D (Rt lowerleg)",5140,12,"20201021","20230130"
"002517","	OR pinning (Lt wrist)",5140,12,"20210920","20250117"
"002517","	금속제거 (Rt elbow)",5140,12,"20200728","20240726"
"002517","	a/s knee. Rt",5140,12,"20210113","20230220"
"002517","	금속제거 (Lt. 1st toe)",5140,12,"20230410","20250204"
"002517","	금속제거 (Lt. knee)",5140,12,"20230717","20250206"
"002517","	MASS excision",5140,12,"20191203","20230328"
"002517","	I&D (Lt. lowerleg)",5140,11,"20230809","20250125"
"002517","	OR pinning (Lt elbow)",5140,11,"20200601","20241213"
"002517","	OR plate (Rt. wrist)",5140,11,"20230705","20250206"
"002517","	a/s knee. Lt",5140,11,"20210322","20240416"
"002517","	a/s shoulder.Lt",5140,11,"20200129","20230206"
"002517","	금속제거 (Rt. 5th toe)",5140,11,"20230411","20250109"
"002517","	pinning",5140,11,"20190417","20200905"
"002517","	금속제거 (Lt. 3rd finger)",5140,11,"20230602","20250207"
"002517","	금속제거 (Lt. hand)",5140,11,"20240614","20250121"
"002517","	금속제거 (Lt wrist)",5140,11,"20210906","20241226"
"002517","	excision",5140,11,"20190415","20200330"
"002517","	A/S knee. Lt",5140,10,"20200420","20220923"
"002517","	금속제거(Rt 1st toe)",5140,10,"20231104","20241206"
"002517","	I&D (Lt. knee)",5140,10,"20230703","20250203"
"002517","	I&D (Lt 1st toe)",5140,10,"20201030","20220619"
"002517","	I&D (Lt foot)",5140,10,"20210503","20230324"
"002517","	I&D (Rt lowerleg)",5140,10,"20210723","20230105"
"002517","	I&D (Lt. 2nd finger)",5140,10,"20230403","20240629"
"002517","	OR pinning (Lt. 1st toe)",5140,10,"20230605","20241227"
"002517","	OR pinning (Lt. 4th finger)",5140,10,"20230405","20241231"
"002517","	OR pinning (Rt. 3rd finger)",5140,10,"20230422","20241220"
"002517","	OR pinning (Lt. knee)",5140,10,"20230805","20241230"
"002517","	OR pinning, ligament repair (Rt. ankle)",5140,10,"20240628","20250127"
"002517","	a/s knee.Rt",5140,10,"20200407","20230411"
"002517","	exploration (Lt. thumb)",5140,10,"20230317","20240701"
"002517","	exploration",5140,10,"20211021","20250117"
"002517","	금속제거 (Rt. 5th finger)",5140,10,"20230506","20241128"
"002517","
",5140,10,"20190601","20241220"
"002517","	ATFL. AITFL(Lt ankle)",5140,10,"20210308","20230714"
"002517","	I&D (Lt. arm)",5140,9,"20230601","20230930"
"002517","	금속제거(Lt ankle)",5140,9,"20200723","20230427"
"002517","	I&D (Rt. 3rd finger)",5140,9,"20230623","20250114"
"002517","	I&D (Rt. ankle)",5140,9,"20230327","20241202"
"002517","	I&D (Rt ankle)",5140,9,"20210602","20240716"
"002517","	I&D (Rt ankle)",5140,9,"20210813","20230124"
"002517","	I&D (Rt foot)",5140,9,"20210913","20221216"
"002517","	I&D (Rt hand)",5140,9,"20200806","20240208"
"002517","	I&D curavac change (Rt. lower leg)",5140,9,"20220826","20220826"
"002517","	OR pinning(Lt wrist)",5140,9,"20210429","20241101"
"002517","	a/s knee Rt synovectomy",5140,9,"20240801","20250203"
"002517","	OR/IF c plate (Rt wrist)",5140,9,"20200515","20241114"
"002517","	exploration (Lt. eyebrow)",5140,9,"20230403","20240424"
"002517","	hematoma evacuation",5140,9,"20190520","20210525"
"002517","	suture",5140,9,"20200725","20230130"
"002517","	금속제거 (Lt. 5th toe)",5140,9,"20230823","20250207"
"002517","	금속제거 (Lt ankle)",5140,9,"20200828","20240201"
"002517","	금속제거 (Rt. 1st toe)",5140,9,"20230922","20250124"
"002517","	금속제거 (Rt. shoulder)",5140,9,"20231020","20250203"
"002517","	I&D (Lt ankle)",5140,9,"20210308","20241201"
"002517","	A/S knee Lt",5140,8,"20210104","20231206"
"002517","	금속제거 (Rt. 3rd finger)",5140,8,"20240920","20250116"
"002517","	I&D (Rt. knee)",5140,8,"20230717","20250109"
"002517","	I&D (Rt. lowerleg)",5140,8,"20230621","20250124"
"002517","	I&D (Rt hand)",5140,8,"20210701","20240403"
"002517","	I&D (Rt. 1st toe)",5140,8,"20230320","20241108"
"002517","	I&D (Lt hip)",5140,8,"20210809","20230617"
"002517","	I&D (Lt knee)",5140,8,"20200724","20240626"
"002517","	I&D (Lt. 3rd finger)",5140,8,"20230923","20250207"
"002517","	I&D(Rt foot)",5140,8,"20200804","20240203"
"002517","	OR pinning (Lt wrist)",5140,8,"20210716","20240828"
"002517","	OR pinning (Lt. 3rd finger)",5140,8,"20230428","20240411"
"002517","	OR pinning (Rt. tibia)",5140,8,"20240513","20250123"
"002517","	OR pinning (Rt elbow)",5140,8,"20231103","20241205"
"002517","	OR pinning, ligament repair (Rt. 5th toe)",5140,8,"20240705","20241026"
"002517","	OR pinning(Lt 1st toe)",5140,8,"20210817","20230417"
"002517","	OR pinning(Lt 5th toe)",5140,8,"20200804","20240403"
"002517","	OR/IF c plate (Lt wrist)",5140,8,"20200515","20250131"
"002517","	a/s knee.Lt",5140,8,"20200708","20220205"
"002517","	OR/IF c screw",5140,8,"20191008","20200527"
"002517","	exploration (Lt. 4th finger)",5140,8,"20230314","20240916"
"002517","	exploration (Lt. hand)",5140,8,"20230406","20240715"
"002517","	exploration(Lt 2nd finger)",5140,8,"20200720","20220226"
"002517","	exploration (Rt. thumb)",5140,8,"20230516","20240618"
"002517","	exploration (Lip)",5140,8,"20230306","20240322"
"002517","	exploration. tenorrhaphy",5140,8,"20190703","20200330"
"002517","	nail excision",5140,8,"20190814","20230112"
"002517","	metal remove",5140,8,"20190422","20201019"
"002517","	I&D (Lt ankle)",5140,8,"20200824","20230206"
"002517","	A/S knee Rt",5140,7,"20211028","20240503"
"002517","	금속제거(Lt 5th finger)",5140,7,"20200724","20240829"
"002517","	AITFL (Rt. ankle)",5140,7,"20230619","20240410"
"002517","	AITFL recon (Rt. ankle)",5140,7,"20240612","20250104"
"002517","	EXCISION",5140,7,"20190627","20210810"
"002517","	I&D (Rt. 4th finger)",5140,7,"20230902","20241018"
"002517","	I&D (Rt. 5th finger)",5140,7,"20230612","20241028"
"002517","	I&D (Rt knee)",5140,7,"20200724","20230119"
"002517","	I&D (Lt hand)",5140,7,"20200627","20240905"
"002517","	I&D curavac change",5140,7,"20220826","20220826"
"002517","	OR pinning (Lt. 3rd toe)",5140,7,"20230424","20240611"
"002517","	OR pinning (Rt. 4th toe)",5140,7,"20230731","20241227"
"002517","	OR pinning, ligament repair (Lt. 1st toe)",5140,7,"20240711","20250113"
"002517","	OR/IF c plate (Rt. wrist)",5140,7,"20230724","20241230"
"002517","	bipolar hemiarthroplasty",5140,7,"20190425","20200423"
"002517","	TKRA. Rt",5140,7,"20200303","20240103"
"002517","	bipolar hemiarthroplasty (Rt hip)",5140,7,"20200810","20230803"
"002517","	exploration(Rt 3rd finger)",5140,7,"20210227","20211111"
"002517","	exploration (forehead)",5140,7,"20230119","20250109"
"002517","	금속제거 Lt. ankle",5140,7,"20220902","20250122"
"002517","	금속제거 (Rt. 4th finger)",5140,7,"20230925","20241224"
"002517","	금속제거 (Rt. thumb)",5140,7,"20230727","20250207"
"002517","	금속제거 (Rt. tibia)",5140,7,"20240718","20241213"
"002517","	금속제거술",5140,7,"20190809","20200526"
"002517","	금속제거(Rt ankle)",5140,7,"20200723","20210303"
"002517","	ATFL recon",5140,7,"20191211","20200429"
"002517","	A/S shoulder. Rt",5140,6,"20200130","20230825"
"002517","	금속제거(Rt forearm)",5140,6,"20211015","20250117"
"002517","	A/S shoulder Lt.",5140,6,"20201126","20220530"
"002517","	ATFL. AITFL (Lt ankle)",5140,6,"20210624","20230731"
"002517","	ATFL recon (Lt. ankle)",5140,6,"20230921","20240813"
"002517","	ATFL
syndesmosis",5140,6,"20191118","20200610"
"002517","	I&D (Lt. 4th finger)",5140,6,"20230523","20240315"
"002517","	BLOCK",5140,6,"20210128","20240423"
"002517","	I&D (Rt. hand)",5140,6,"20230612","20250203"
"002517","	I&D (Rt knee)",5140,6,"20210924","20221014"
"002517","	I&D (Lt lowerleg)",5140,6,"20220825","20241209"
"002517","	I&D(Lt knee)",5140,6,"20201213","20230812"
"002517","	I&D c curavac (Lt foot)",5140,6,"20220514","20220514"
"002517","	OR pinning (Lt. 2nd toe)",5140,6,"20230823","20240108"
"002517","	MASS EXCISION",5140,6,"20190621","20200504"
"002517","	OR pinning (Rt wrist)",5140,6,"20210819","20230810"
"002517","	OR pinning (Rt. 2nd finger)",5140,6,"20230309","20250203"
"002517","	OR pinning (Rt. humerus)",5140,6,"20240331","20241112"
"002517","	OR pinning (Lt. thumb)",5140,6,"20230516","20241118"
"002517","	OR pinning (Lt. tibia)",5140,6,"20240401","20250131"
"002517","	OR pinning (Rt wrist)",5140,6,"20240610","20241104"
"002517","	OR pinning(Rt 5th toe)",5140,6,"20201103","20230125"
"002517","	OR pinning(Rt ankle)",5140,6,"20201204","20221201"
"002517","	OR pinning(Rt elbow)",5140,6,"20210226","20220923"
"002517","	OR pinning(Rt foot)",5140,6,"20201223","20221223"
"002517","	OR pinning(Lt 5th finger)",5140,6,"20201129","20230927"
"002517","	OR/IF c plate(Rt ankle)",5140,6,"20210305","20230105"
"002517","	OR/IF c plate (Lt. wrist)",5140,6,"20230304","20250207"
"002517","	Rt foot I&D c curavac",5140,6,"20210928","20210928"
"002517","	epidural block",5140,6,"20200827","20210121"
"002517","	button removal",5140,6,"20191226","20200210"
"002517","	corn excision",5140,6,"20190524","20230131"
"002517","	exploration(Lt hand)",5140,6,"20201116","20210515"
"002517","	exploration (Rt. 2nd finger)",5140,6,"20240321","20240525"
"002517","	exploration (Rt. 3rd finger)",5140,6,"20230620","20240531"
"002517","	exploration (Rt. eyebrow)",5140,6,"20230417","20240319"
"002517","	exploration (Rt. hand)",5140,6,"20231026","20240923"
"002517","	exploration (Lt 2nd finger)",5140,6,"20200713","20241108"
"002517","	mass excision",5140,6,"20200428","20231018"
"002517","	ganglion excision",5140,6,"20190819","20220819"
"002517","	screw removal",5140,6,"20191015","20200519"
"002517","	nail excision (Lt. 1st toe)",5140,6,"20230415","20241029"
"002517","	nail excision (Rt. 1st toe)",5140,6,"20230405","20241016"
"002517","	neurolysis",5140,6,"20210916","20221213"
"002517","	neurolysis",5140,6,"20210925","20220627"
"002517","	myorrhaphy (Rt. lowerleg)",5140,6,"20231004","20241105"
"002517","	금속제거 (Lt. 4th finger)",5140,6,"20240510","20250203"
"002517","	금속제거 (Lt. 4th toe)",5140,6,"20230829","20250116"
"002517","	금속제거 (Rt wrist plate)",5140,6,"20210802","20230413"
"002517","	금속제거 (Rt wrist)",5140,6,"20210923","20241216"
"002517","	금속제거 (Rt. 2nd toe)",5140,6,"20230926","20250204"
"002517","	금속제거 (Rt. knee)",5140,6,"20230816","20250205"
"002517","	금속제거 (Rt ankle plate)",5140,6,"20211012","20230529"
"002517","	A/S knee. Rt",5140,6,"20191205","20230127"
"002517","	금속제거 (Rt. clavicle)",5140,5,"20230724","20250124"
"002517","	금속제거 (Rt elbow)",5140,5,"20201102","20241210"
"002517","	금속제거(Rt foot)",5140,5,"20201027","20250102"
"002517","	금속제거(Rt knee)",5140,5,"20240129","20240729"
"002517","	금속제거(Lt 4th finger)",5140,5,"20231128","20240906"
"002517","	금속제거(Lt 5th MT)",5140,5,"20201102","20240809"
"002517","	금속제거(Lt foot)",5140,5,"20200917","20240820"
"002517","	금속제거(Lt knee)",5140,5,"20240419","20250117"
"002517","	A/S shoulder. Lt",5140,5,"20200812","20230209"
"002517","	A/S knee Lt synovectomy",5140,5,"20240719","20250125"
"002517","	A/S menisectomy",5140,5,"20190719","20191113"
"002517","	C-BLOCK",5140,5,"20220408","20221210"
"002517","	ATFL. AITFL(Rt ankle)",5140,5,"20211222","20221226"
"002517","	ATFL(Lt ankle)",5140,5,"20200801","20211108"
"002517","	AITFL recon (Lt. ankle)",5140,5,"20240413","20250131"
"002517","	I&D (Lt. thumb)",5140,5,"20230729","20240607"
"002517","	I&D (Lt 1st toe)",5140,5,"20201224","20240920"
"002517","	I&D (Lt elbow)",5140,5,"20220727","20230426"
"002517","	FB removal",5140,5,"20190524","20230309"
"002517","	I&D (Rt. elbow)",5140,5,"20230804","20240409"
"002517","	I&D (Rt. thumb)",5140,5,"20230809","20241021"
"002517","	I&D (back)",5140,5,"20230428","20241219"
"002517","	I&D (Rt 1st toe)",5140,5,"20210526","20241108"
"002517","	I&D (Rt 2nd finger)",5140,5,"20201228","20221216"
"002517","	I&D (Rt lower leg)",5140,5,"20220808","20241219"
"002517","	I&D (Lt knee)",5140,5,"20210823","20220627"
"002517","	I&D (Lt lowerleg)",5140,5,"20220221","20221005"
"002517","	I&D (Lt thumb)",5140,5,"20201123","20230111"
"002517","	I&D (Lt. 3rd toe)",5140,5,"20230718","20240802"
"002517","	L block",5140,5,"20210421","20210714"
"002517","	I&D(Rt hand)",5140,5,"20210725","20211101"
"002517","	I&D(Lt ankle)",5140,5,"20201207","20220607"
"002517","	I&D(Lt foot)",5140,5,"20201203","20220630"
"002517","	I&D c curavac (Lt ankle)",5140,5,"20221128","20221128"
"002517","	I&D c curavac (Lt. lowerleg)",5140,5,"20240126","20250125"
"002517","	I&D c curavac (Rt heel)",5140,5,"20220228","20220228"
"002517","	I&D suture",5140,5,"20190322","20221128"
"002517","	OR pinning (Rt ankle)",5140,5,"20240130","20241228"
"002517","	OR pinning (Rt elbow)",5140,5,"20211005","20240518"
"002517","	OR pinning, ligament repair (Rt. foot)",5140,5,"20240610","20241106"
"002517","	OR pinning, ligament repair (Lt. 4th finger)",5140,5,"20240621","20241029"
"002517","	OR pinning(Lt 3rd finger)",5140,5,"20201102","20220429"
"002517","	OR pinning(Lt elbow)",5140,5,"20210303","20220507"
"002517","	OR/IF c plate(Lt wrist)",5140,5,"20200613","20210707"
"002517","	OR/IF c plate(Lt wrist)",5140,5,"20201123","20230218"
"002517","	OR/IF c miniplate",5140,5,"20190730","20211211"
"002517","	OR/IF c pinning",5140,5,"20200405","20200905"
"002517","	OR screw",5140,5,"20190711","20210415"
"002517","	OR screw (Lt. foot)",5140,5,"20230921","20240711"
"002517","	OR screw (Rt. foot)",5140,5,"20230608","20241018"
"002517","	a/s knee Lt synovectomy",5140,5,"20241125","20250203"
"002517","	a/s knee Lt synovectomy",5140,5,"20240920","20250205"
"002517","	PINNING",5140,5,"20190628","20200519"
"002517","	OR/IF c plate, AITFL recon (Rt. ankle)",5140,5,"20240608","20241222"
"002517","	exploration (Lt. 1st toe)",5140,5,"20230526","20240730"
"002517","	exploration (Lt. 3rd finger)",5140,5,"20230721","20241218"
"002517","	exploration (Lt. 5th finger)",5140,5,"20230602","20241106"
"002517","	exploration (Lt. elbow)",5140,5,"20230525","20240325"
"002517","	curavac change (Lt. ankle)",5140,5,"20240905","20240905"
"002517","	curavac change (coccyx)",5140,5,"20240306","20240306"
"002517","	epicondylectomy",5140,5,"20190419","20201226"
"002517","	cervical block",5140,5,"20201201","20210304"
"002517","	amputation",5140,5,"20190522","20201123"
"002517","	exploration (Rt. knee)",5140,5,"20230417","20240701"
"002517","	mass excision (Rt. 3rd finger)",5140,5,"20230502","20250101"
"002517","	mass excision (Rt. wrist)",5140,5,"20230720","20240524"
"002517","	nucleoplasty (L4.5)",5140,5,"20200615","20201228"
"002517","	금속제거 (Lt. clavicle)",5140,5,"20230623","20250120"
"002517","	금속제거 (Lt. shoulder)",5140,5,"20240831","20250118"
"002517","	금속제거 (Lt. thumb)",5140,5,"20230825","20250122"
"002517","	금속제거 (Lt ankle)",5140,5,"20210630","20220922"
"002517","	금속제거(Lt thumb)",5140,5,"20231023","20240823"
"002517","	bursectomy(Lt elbow)",5140,4,"20200919","20220517"
"002517","	caudal block",5140,4,"20210204","20210215"
"002517","	corn excision (Rt. foot)",5140,4,"20240109","20250102"
"002517","	bipolar hemiarthroplasty (Rt. femur)",5140,4,"20231016","20241223"
"002517","	bipolar hemiarthroplasty(Rt hip)",5140,4,"20211019","20231219"
"002517","	block (L)",5140,4,"20210513","20210702"
"002517","	exploration(Lt 2nd finger)",5140,4,"20200629","20210203"
"002517","	exploration (Rt foot)",5140,4,"20211214","20221013"
"002517","	exploration (Rt. ankle)",5140,4,"20230522","20240406"
"002517","	exploration (Rt. elbow)",5140,4,"20230407","20240703"
"002517","	exploration (lip)",5140,4,"20240213","20241016"
"002517","	exploration (Lt 2nd finger)",5140,4,"20210920","20230319"
"002517","	exploration (Lt knee)",5140,4,"20221014","20241205"
"002517","	mass excision(Lt foot)",5140,4,"20200803","20240925"
"002517","	mass excision(Lt wrist)",5140,4,"20200714","20240907"
"002517","	mass excision (Rt. knee)",5140,4,"20230419","20240621"
"002517","	mass excision (Rt. shoulder)",5140,4,"20230706","20250113"
"002517","	mass excision (back mass)",5140,4,"20241204","20250208"
"002517","	exploration. myorrhaphy",5140,4,"20190718","20211220"
"002517","	exploration. tenorrhaphy (Lt. elbow)",5140,4,"20240214","20241030"
"002517","	tenorrhaphy",5140,4,"20190821","20240415"
"002517","	neurorrhaphy",5140,4,"20191231","20240404"
"002517","	금속제거 (Lt. 2nd finger)",5140,4,"20231128","20250113"
"002517","	금속제거 (Lt. tibia)",5140,4,"20231113","20241007"
"002517","	금속제거 (Lt elbow)",5140,4,"20220125","20240327"
"002517","	금속제거 (K-WIRE) (Lt wrist)",5140,4,"20201201","20210611"
"002517","	금속제거(Lt wrist)",5140,4,"20210319","20240809"
"002517","	금속제거 Rt. elbow",5140,4,"20230315","20241211"
"002517","	금속제거(Lt 2nd finger)",5140,4,"20240220","20240430"
"002517","	금속제거 (Rt. 4th toe)",5140,4,"20230902","20250205"
"002517","	금속제거 (Rt. forearm)",5140,4,"20231222","20241001"
"002517","	금속제거 (Rt elbow screw)",5140,4,"20201204","20220516"
"002517","	금속제거 (Rt foot K-WIRE)",5140,4,"20211104","20230131"
"002517","	금속제거(Rt clavicle)",5140,4,"20200806","20240604"
"002517","	금속제거(Rt 4th toe)",5140,4,"20240219","20240727"
"002517","	금속제거(Lt 3rd toe)",5140,4,"20230106","20240319"
"002517","	ACL recon",5140,4,"20190615","20201112"
"002517","	A/S knee Lt.",5140,4,"20210318","20220527"
"002517","	ATFL AITFL (Lt ankle)",5140,4,"20221010","20240208"
"002517","	AMPUTATION",5140,4,"20200214","20200421"
"002517","	I&D (Lt. hand)",5140,4,"20240129","20241028"
"002517","	I&D (Lt. hip)",5140,4,"20230829","20240530"
"002517","	I&D (Rt. hip)",5140,4,"20230331","20240916"
"002517","	I&D (Rt. knee)",5140,4,"20230724","20240307"
"002517","	I&D (coccyx)",5140,4,"20210929","20240306"
"002517","	I&D (Rt 1st toe)",5140,4,"20220510","20231031"
"002517","	I&D (Rt 5th finger)",5140,4,"20210826","20240805"
"002517","	I&D (Rt hip)",5140,4,"20210503","20240411"
"002517","	I&D (Rt thigh)",5140,4,"20210520","20241212"
"002517","	I&D (Lt thumb)",5140,4,"20220208","20221123"
"002517","	I&D (Lt wrist)",5140,4,"20220506","20240821"
"002517","	L Block",5140,4,"20210716","20210716"
"002517","	L- BLOCK",5140,4,"20231222","20231222"
"002517","	I&D(Lt foot)",5140,4,"20201211","20240424"
"002517","	I&D(Rt foot)",5140,4,"20200728","20240729"
"002517","	I&D c curavac",5140,4,"20230518","20230518"
"002517","	I&D c curavac (Lt thigh)",5140,4,"20211001","20211001"
"002517","	I&D c curavac (Rt knee)",5140,4,"20220826","20221014"
"002517","	I&D c curavac(Lt. lower leg)",5140,4,"20231114","20231114"
"002517","	I&D c curavac(Rt foot)",5140,4,"20221216","20221216"
"002517","	OR pinning (Lt. 2nd finger)",5140,4,"20230503","20240524"
"002517","	OR pinning (Lt. hand)",5140,4,"20230524","20240821"
"002517","	OR pinning",5140,4,"20191024","20230320"
"002517","	OR pinning (Lt 1st toe)",5140,4,"20221018","20230306"
"002517","	OR c cannulated screw",5140,4,"20190903","20191101"
"002517","	MYORRHAPHY",5140,4,"20191023","20200831"
"002517","	METAL removal",5140,4,"20190717","20191209"
"002517","	MASS excision (Lt. foot)",5140,4,"20230904","20240927"
"002517","	OR pinning (Rt. 3rd toe)",5140,4,"20230407","20241226"
"002517","	OR pinning (Rt. knee)",5140,4,"20230922","20250106"
"002517","	OR pinning (Rt. thumb)",5140,4,"20230719","20250102"
"002517","	OR pinning (Lt. humerus)",5140,4,"20231012","20240915"
"002517","	OR pinning (Rt foot)",5140,4,"20210916","20230219"
"002517","	OR pinning (Rt hand)",5140,4,"20210823","20230407"
"002517","	OR pinning (Lt 5th toe)",5140,4,"20200808","20221118"
"002517","	OR pinning (Lt elbow)",5140,4,"20211229","20241216"
"002517","	OR pinning (Lt foot)",5140,4,"20220907","20250116"
"002517","	OR pinning, ligament repair (Rt 5th finger)",5140,4,"20240701","20241101"
"002517","	OR pinning, ligament repair (Rt. 3rd finger)",5140,4,"20240617","20250124"
"002517","	OR pinning(Rt 4th toe)",5140,4,"20200909","20230203"
"002517","	OR pinning(Rt elbow)",5140,4,"20200705","20211014"
